id,product_sku,brand_id,name,description,price,sub_category_id,created_at,updated_at,is_active
92,AY8Y0PA,7,HP Gaming Victus 16-r0367TX i7-13700HX,"Laptop gaming HP Victus với bộ vi xử lý Intel Core i7-13700HX, tần số quét 165Hz, âm thanh B&O Play, 2 quạt tản nhiệt.",28990000,4,8/17/2025 14:03,8/17/2025 14:03,TRUE
93,UX3405CA-PZ187WS,2,Asus Zenbook 14 OLED UX3405CA-PZ187WS Ultra 5 225H,"Màn hình cảm ứng, 2.8K OLED, Tần số quét 120 Hz, Tặng Office Home 2024, Trả góp 0%",28990000,7,8/17/2025 14:03,8/17/2025 14:03,TRUE
94,N4I5006W1,8,Dell Inspiron 14 7440 2in1 Core 5 120U,"Dell Inspiron 14 7440 2in1 Core 5 120U Màn hình cảm ứng, Độ bền chuẩn quân đội",27890000,7,8/17/2025 14:04,8/17/2025 14:04,TRUE
95,SKU-D031DC90,2,Asus Vivobook S 16 OLED M5606KA-RI016WS Ryzen AI 7 350,"Lumina OLED 2.8K, Chuẩn AI Copilot+ PC",27890000,7,8/17/2025 14:04,8/17/2025 14:04,TRUE
96,V3607VH-RP025W,2,Asus Gaming V16 V3607VH-RP025W Core 7-240H,"Laptop gaming với quạt tản nhiệt, tần số quét 144Hz và card đồ họa NVIDIA GeForce RTX 5050.",27490000,4,8/17/2025 14:04,8/17/2025 14:04,TRUE
97,83CV00AJVN,4,Lenovo Yoga Slim 7 14IMH9 Ultra 7 155H (83CV00AJVN),"Phím cứng Copilot, Mở Khóa Khuôn Mặt, Màn hình OLED, Trả góp 0%",27490000,6,8/17/2025 14:05,8/17/2025 14:05,TRUE
98,5MNK1,8,Dell Inspiron 14 5441 SnapX X1P-64-100 (5MNK1),"Tặng Office, Home 2024, Kim loại nguyên khối, Màn hình sáng, 300 nits, Trả góp 0%",27390000,7,8/17/2025 14:05,8/17/2025 14:05,TRUE
99,MSI Gaming Katana 15 B13VFK-676VN,1,MSI Gaming Katana 15 B13VFK-676VN i7-13620H,"Tản nhiệt, Cooler Boost 5, Hỗ trợ Mux Switch, Bàn phím gaming RGB",27290000,4,8/17/2025 14:05,8/17/2025 14:05,TRUE
100,ANV15-51-73UU,5,Acer Nitro V Gaming ANV15-51-73UU i7-13620H,"Laptop Acer Nitro V Gaming với màn hình 180Hz, sRGB 100%, GeForce RTX 3050 6GB, bảo hành nhanh.",27090000,4,8/17/2025 14:06,8/17/2025 14:06,TRUE
101,V3607VU-RP216W,2,Asus Gaming V16 V3607VU-RP216W Core 7-240H,"2 quạt tản nhiệt, Độ bền chuẩn quân đội, Tần số quét 144Hz",26490000,4,8/17/2025 14:06,8/17/2025 14:06,TRUE
102,A3HMG-017VN,1,MSI Venture A16 AI+ A3HMG-017VN Ryzen AI 7 350,"Laptop MSI Venture A16 AI+ với màn hình OLED 2K, 100% DCI-P3, trang bị Ryzen AI 7 350, chuẩn AI Copilot+ PC.",26490000,4,8/17/2025 14:07,8/17/2025 14:07,TRUE
103,UM3406KA-PP113WS,2,Asus Zenbook 14 UM3406KA-PP113WS Ryzen AI 7 350,"Asus Zenbook 14 với Ryzen AI 7, màn hình 2.8K OLED, chuẩn AI Copilot+ PC, tặng Office Home 2024, trả góp 0%",26390000,7,8/17/2025 14:07,8/17/2025 14:07,TRUE
104,UX3407QA-QD299WS,2,Asus Zenbook 14 OLED UX3407QA-QD299WS SnapX X1-26-100,"Tặng Office, Home 2024, Chuẩn AI Copilot+ PC, Màn hình 2.8K OLED, Trả góp 0%",26390000,6,8/17/2025 14:07,8/17/2025 14:07,TRUE
105,A15 AI B8VF-419VN,1,MSI Gaming Katana A15 AI B8VF-419VN R7-8845HS,"Laptop gaming MSI Katana A15 AI B8VF với tản nhiệt Cooler Boost 5, hỗ trợ Mux Switch, bàn phím gaming RGB.",25990000,4,8/17/2025 14:08,8/17/2025 14:08,TRUE
106,AY8X0PA,7,HP Envy X360 14-fc0161TU Ultra 5 125U,"Laptop HP Envy X360 14-fc0161TU Ultra 5 125U với màn hình cảm ứng 2.8K OLED, camera AI 5MP, tặng Office Home&Student.",25890000,6,8/17/2025 14:08,8/17/2025 14:08,TRUE
107,AY8X1PA,7,HP Envy X360 14-fc01062TU Ultra 5 125U,"Laptop HP Envy X360 14-fc01062TU Ultra 5 125U với màn hình cảm ứng 2.8K OLED, camera AI 5MP, kèm Office Home&Student.",25890000,7,8/17/2025 14:08,8/17/2025 14:08,TRUE
108,SKU-B08E1058,3,Macbook Air 13 M4 2025 10CPU/8GPU/16GB/256GB,"Pin lên đến 18 giờ, Apple Intelligence, tối ưu, Chip Apple M4 AI mạnh mẽ",25290000,6,8/17/2025 14:09,8/17/2025 14:09,TRUE
109,KF-73VN853KH,9,Gigabyte Gaming G6 KF-73VN853KH i7-13700H,"Laptop Gigabyte Gaming G6 với tần số quét 165Hz, tản nhiệt Windforce, âm thanh Dolby Atmos, trả góp 0%.",25590000,4,8/17/2025 14:09,8/17/2025 14:09,TRUE
110,FX607VU-RL045W,2,Asus TUF Gaming F16 FX607VU-RL045W Core 5 210H,"Laptop Asus TUF Gaming F16 với màn hình 144Hz, 16 inch, 100% sRGB, độ bền chuẩn quân đội.",25490000,4,8/17/2025 14:09,8/17/2025 14:09,TRUE
111,V3607VH-RP024W,2,Asus Vivobook Gaming V16 V3607VH-RP024W Core 5 210H,"Độ bền chuẩn quân đội, 2 quạt tản nhiệt, Tần số quét 144Hz",25490000,4,8/17/2025 14:10,8/17/2025 14:10,TRUE
112,B13VEK-2256VN,1,MSI Gaming Katana 15 B13VEK-2256VN i7-13620H,"Laptop gaming MSI Katana 15 với Mux Switch, bàn phím gaming RGB, tản nhiệt Cooler Boost 5.",25490000,4,8/17/2025 14:10,8/17/2025 14:10,TRUE
113,A16-CMHI2VN893SH,9,Gigabyte Gaming A16-CMHI2VN893SH i7-13620H,"Laptop gaming với tần số quét 165Hz, hỗ trợ Mux Switch, âm thanh Dolby Atmos.",25190000,4,8/17/2025 14:11,8/17/2025 14:11,TRUE
114,S5606CA-RI114WS,2,Asus Vivobook S 16 OLED S5606CA-RI114WS Ultra 5 225H,"Màn hình 2.8K OLED, Tần số quét 120 Hz, Tặng Office Home 2024",25190000,7,8/17/2025 14:11,8/17/2025 14:11,TRUE
115,ANV15-51-534U,5,Acer Nitro V 15 ProPanel Gaming ANV15-51-534U i5-13420H,Acer Nitro V 15 ProPanel Gaming Laptop,25190000,4,8/17/2025 14:11,8/17/2025 14:11,TRUE
116,83GS00DAVN,4,Lenovo Gaming LOQ 15IAX9 i5-12450HX,"Laptop Lenovo Gaming LOQ 15IAX9 i5-12450HX với tản nhiệt buồng hơi siêu mát, hỗ trợ Mux Switch và 100% sRGB.",24990000,4,8/17/2025 14:12,8/17/2025 14:12,TRUE
117,SKU-D40B19BA,3,MacBook Air 15 inch M2 2023 8CPU 10GPU 8GB/256GB,"Màn hình lớn 15 inch, Chip Apple M2, Thời lượng pin 18 giờ",24990000,6,8/17/2025 14:12,8/17/2025 14:12,TRUE
118,83HX001JVN,4,Lenovo Ideapad Slim 5 14AKP10 Ryzen AI 7 350,"Laptop Lenovo Ideapad Slim 5 với màn hình OLED, vỏ nhôm nguyên khối, chuẩn AI Copilot+ PC.",24890000,6,8/17/2025 14:12,8/17/2025 14:12,TRUE
119,S5606MA-MX051W,2,Asus Vivobook S16 OLED S5606MA-MX051W Ultra 7 155H,"Vỏ nhôm cao cấp, 2 quạt tản nhiệt, Lumina OLED 2.8K",24890000,6,8/17/2025 14:13,8/17/2025 14:13,TRUE
120,S5406SA-PP060WS,2,Asus Vivobook S 14 S5406SA-PP060WS Ultra 5 226V,"Lumina OLED 2.8K, Chuẩn AI Copilot+ PC, Tặng Office Home 2024",24690000,7,8/17/2025 14:13,8/17/2025 14:13,TRUE
121,L3450-1355U-16512W,8,Dell Latitude 3450 i7 1355U,"Dell Latitude 3450 i7 1355U với sạc nhanh ExpressCharge, độ bền chuẩn quân đội và màn hình bảo vệ mắt.",24490000,7,8/17/2025 14:13,8/17/2025 14:13,TRUE
122,A15 AI B8VE-402VN,1,MSI Gaming Katana A15 AI B8VE-402VN R7 8845HS,"Laptop gaming với tản nhiệt Cooler Boost 5, hỗ trợ Mux Switch, bàn phím gaming RGB",24490000,4,8/17/2025 14:14,8/17/2025 14:14,TRUE
123,SKU-EB84E81F,3,MacBook Air 13 M3 2024 8CPU/8GPU/16GB/256GB,"Chip Apple M3, Pin lên đến 18 giờ, Mỏng nhẹ hoàn hảo, Trả góp 0%",23990000,6,8/17/2025 14:14,8/17/2025 14:14,TRUE
124,N5440-C5U165W11IBD2,8,Dell Inspiron 14 5440 Core 5 120U (N5440-C5U165W11IBD2),"Dell Inspiron 14 5440 với màn hình 2.2K, độ bền chuẩn quân đội.",23990000,7,8/17/2025 14:15,8/17/2025 14:15,TRUE
125,21SR002NVN,4,Lenovo ThinkPad E16 Gen 3 Ultra 5 225H (21SR002NVN),"Lenovo ThinkPad E16 Gen 3 Ultra 5 225H, độ bền chuẩn quân đội, mở khóa khuôn mặt.",23990000,7,8/17/2025 14:15,8/17/2025 14:15,TRUE
126,V3607VU-RP343W,2,Asus Gaming V16 V3607VU-RP343W Core 5 210H,"Laptop gaming Asus với tần số quét 144Hz, độ bền chuẩn quân đội, 2 quạt tản nhiệt.",23790000,4,8/17/2025 14:15,8/17/2025 14:15,TRUE
127,MF-72VN853KH,9,Gigabyte Gaming G6 MF-72VN853KH i7-13700H,"Laptop Gigabyte Gaming G6 MF-72VN853KH i7-13700H với tần số quét 165Hz, tản nhiệt Windforce, âm thanh Dolby Atmos.",23590000,4,8/17/2025 14:16,8/17/2025 14:16,TRUE
128,S3407CA-LY096WS,2,Asus Vivobook S14 S3407CA-LY096WS Ultra 7 255H,"Tặng Office Home 2024, Vỏ kim loại, Mỏng nhẹ 1.4kg, Trả góp 0%",23490000,7,8/17/2025 14:16,8/17/2025 14:16,TRUE
129,MSI Gaming Cyborg 14 A13UDX-099VN,1,MSI Gaming Cyborg 14 A13UDX-099VN i7-13620H,"Gaming mỏng nhẹ, 1.6kg, Màn hình 100% sRGB",23490000,4,8/17/2025 14:16,8/17/2025 14:16,TRUE
130,83CV00AHVN,4,Lenovo Yoga Slim 7 14IMH9 Ultra 5 125H (83CV00AHVN),Lenovo Yoga Slim 7 14IMH9 Ultra 5 125H (83CV00AHVN) - Sản phẩm chất lượng từ Lenovo,23490000,7,8/17/2025 14:17,8/17/2025 14:17,TRUE
131,83GS001QVN,4,Lenovo Gaming LOQ 15IAX9 i5-12450HX (83GS001QVN),"Tản nhiệt buồng hơi, siêu mát, Hỗ trợ Mux Switch, 100% sRGB",23490000,4,8/17/2025 14:17,8/17/2025 14:17,TRUE
132,A16-CMHH2VN893SH,9,Gigabyte Gaming A16-CMHH2VN893SH i5-13420H,Laptop Gigabyte Gaming A16-CMHH2VN893SH i5-13420H,23290000,4,8/17/2025 14:17,8/17/2025 14:17,TRUE
133,83DA006UVN,4,Lenovo IdeaPad Slim 5 14IMH9 Ultra 7 155H,"Lenovo Smart Power, 100% DCI-P3, Phím cứng Copilot, Trả góp 0%",23290000,6,8/17/2025 14:18,8/17/2025 14:18,TRUE
134,83DV012LVN,4,Lenovo Gaming LOQ 15IRX9 i5-13450HX (83DV012LVN) Ram 12GB + 16GB,"Hỗ trợ Mux Switch, 100% sRGB, Tản nhiệt buồng hơi, siêu mát, Trả góp 0%",23190000,4,8/17/2025 14:18,8/17/2025 14:18,TRUE
135,SFG14-73-53X7,5,Acer Swift Go AI SFG14-73-53X7 Ultra 5 125H,"Laptop Acer Swift Go AI SFG14-73-53X7 Ultra 5 125H, RAM 16GB",23090000,6,8/17/2025 14:19,8/17/2025 14:19,TRUE
136,K3607VJ-RP106W,2,Asus Vivobook Gaming V16 K3607VJ-RP106W Core 7 240H,"Laptop Asus Vivobook Gaming V16 với tần số quét 144Hz, độ bền chuẩn quân đội, 2 quạt tản nhiệt.",22690000,4,8/17/2025 14:19,8/17/2025 14:19,TRUE
138,KF5-53VN353SH,9,Gigabyte Gaming G5 KF5-53VN353SH i5-13500H,"Laptop gaming Gigabyte Gaming G5 KF5-53VN353SH i5-13500H với 2 quạt tản nhiệt, tần số quét 165Hz, âm thanh Dolby Atmos.",22590000,4,8/17/2025 14:20,8/17/2025 14:20,TRUE
139,SKU-16F6D3C4,5,Acer Aspire 7 Gaming A715-59G-73LB i7-12650H,Laptop Acer Aspire 7 Gaming A715-59G-73LB i7-12650H với màn hình 144Hz và 2 quạt tản nhiệt.,22490000,4,8/17/2025 14:20,8/17/2025 14:20,TRUE
140,NL16-71G-71UJ,5,Acer Gaming Nitro Lite 16 NL16-71G-71UJ i7-13620H,"Laptop Acer Gaming Nitro Lite 16 với i7-13620H, tần số quét 165Hz, 2 quạt tản nhiệt.",22490000,4,8/17/2025 14:20,8/17/2025 14:20,TRUE
141,MSI Gaming Katana 15 B13UDXK-2411VN,1,MSI Gaming Katana 15 B13UDXK-2411VN i7-13620H,"Laptop MSI Gaming Katana 15 B13UDXK-2411VN i7-13620H với tản nhiệt Cooler Boost 5, hỗ trợ Mux Switch, bàn phím gaming RGB.",22090000,4,8/17/2025 14:21,8/17/2025 14:21,TRUE
142,MSI Gaming Katana 15 B13VEK-2415VN,1,MSI Gaming Katana 15 B13VEK-2415VN i5 13420H,"Tản nhiệt, Cooler Boost 5, Hỗ trợ Mux Switch, Bàn phím gaming RGB",22090000,4,8/17/2025 14:21,8/17/2025 14:21,TRUE
143,MF5-H2PH353KH,9,Gigabyte Gaming G5 MF5-H2PH353KH i7-13620H,Gigabyte Gaming G5 MF5-H2PH353KH i7 13620H,22090000,4,8/17/2025 14:21,8/17/2025 14:21,TRUE
144,MF5-H2VN353KH,9,Gigabyte Gaming G5 MF5-H2VN353KH i7-13620H,"Laptop Gigabyte Gaming G5 với i7-13620H, tần số quét 144Hz, âm thanh Dolby Atmos, 2 quạt tản nhiệt.",22090000,4,8/17/2025 14:22,8/17/2025 14:22,TRUE
145,N4I5211W1,8,Dell Inspiron N5440 Core 5 120U (N4I5211W1),"Dell Inspiron N5440 Core 5 120U với các tính năng Tặng Office Home&Student, Sạc nhanh ExpressCharge, Màn hình bảo vệ mắt, Trả góp 0%.",22090000,7,8/17/2025 14:22,8/17/2025 14:22,TRUE
146,P16WD,8,Dell Inspiron 15 3530 i7-1355U (P16WD),"Dell Inspiron 15 3530 i7-1355U với màn hình bảo vệ mắt, độ bền chuẩn quân đội.",21990000,7,8/17/2025 14:23,8/17/2025 14:23,TRUE
148,B85LPPA,7,HP Gaming Victus 15-fa2732TX i5-13420H,"Laptop HP Gaming Victus 15-fa2732TX i5-13420H với 2 quạt tản nhiệt, tần số quét 144Hz, âm thanh B&O Play, trả góp 0%.",21990000,4,8/17/2025 14:23,8/17/2025 14:23,TRUE
149,83J3002SVN,4,Lenovo IdeaPad Slim 5 OLED 15ARP10 R7-7735HS Ram 32GB,"Màn hình sáng, 500 nits, Lenovo AI Engine+, Màn hình 2.8K OLED, Trả góp 0%",21990000,6,8/17/2025 14:24,8/17/2025 14:24,TRUE
150,NX.KABSV.002,5,Acer Swift Edge SFA16-41-R3L6 R7-6800U,"Laptop Acer Swift Edge với vỏ kim loại, màn hình OLED, bảo hành nhanh, trả góp 0%.",21990000,6,8/17/2025 14:24,8/17/2025 14:24,TRUE
151,AY8Z4PA,7,HP Gaming Victus 16-r0378TX i5-13500HX (AY8Z4PA),"Laptop gaming với quạt tản nhiệt, âm thanh B&O Play, tần số quét 165Hz.",21490000,4,8/17/2025 14:24,8/17/2025 14:24,TRUE
152,83HR0001VN,4,Lenovo IdeaPad Slim 5 OLED 14IRH10 i5-13420H,"Màn hình sáng, 500 nits, Lenovo AI Engine+, Màn hình 2.8K OLED",21490000,7,8/17/2025 14:25,8/17/2025 14:25,TRUE
153,K3605ZU-RP296W,2,Asus Gaming Vivobook K3605ZU-RP296W i5-12500H,"Laptop Asus Gaming Vivobook với tần số quét 144Hz, mặt A kim loại, độ bền chuẩn quân đội, trả góp 0%",21490000,4,8/17/2025 14:25,8/17/2025 14:25,TRUE
154,KF-E3VN313SH,9,Gigabyte Gaming G5 KF-E3VN313SH i5-12500H,"Laptop Gigabyte Gaming G5 KF-E3VN313SH i5-12500H với 2 quạt tản nhiệt, tần số quét 144Hz, âm thanh Dolby Atmos.",21490000,4,8/17/2025 14:25,8/17/2025 14:25,TRUE
155,A1505VA-MA469W,2,Asus Vivobook 15 OLED A1505VA-MA469W i9-13900H,"Laptop Asus Vivobook 15 OLED, màn hình OLED 2.8K, bảo mật vân tay, độ bền chuẩn quân đội, trả góp 0%.",21390000,7,8/17/2025 14:26,8/17/2025 14:26,TRUE
156,NL16-71G-56WQ,5,Acer Gaming Nitro Lite 16 NL16-71G-56WQ i5-13420H,"Acer Gaming Nitro Lite 16 inch với i5-13420H, tần số quét 165Hz, 2 quạt tản nhiệt.",21390000,4,8/17/2025 14:26,8/17/2025 14:26,TRUE
157,SFL14-51M-78XZ,5,Acer Swift Lite 14 AI SFL14-51M-78XZ Ultra 7 155U,"Laptop Acer Swift Lite 14 AI với Ultra 7 155U, camera AI, Acer PurifiedView, vỏ kim loại.",21090000,7,8/17/2025 14:27,8/17/2025 14:27,TRUE
158,71053721,8,Dell Inspiron 15 3530 i7-1355U,"Dell Inspiron 15 3530 i7-1355U với màn hình bảo vệ mắt, độ bền chuẩn quân đội.",20990000,7,8/17/2025 14:27,8/17/2025 14:27,TRUE
159,S3407CA-LY095WS,2,Asus Vivobook S14 S3407CA-LY095WS Ultra 5 225H,"Sạc nhanh tới 60% trong 49 phút, Vỏ kim loại, Mỏng nhẹ 1.4kg",20990000,7,8/17/2025 14:27,8/17/2025 14:27,TRUE
160,N5I7305W1,8,Dell Inspiron 15 N3530 i7-1355U (N5I7305W1),"Laptop Dell Inspiron 15 N3530 i7-1355U với các tính năng: Tặng Office Home 2024 & Microsoft 365, độ bền chuẩn quân đội, bảo mật vân tay, trả góp 0%.",20990000,7,8/17/2025 14:28,8/17/2025 14:28,TRUE
162,83GH001FVN,4,Lenovo IdeaPad 5 2-in-1 14Q8X9 SnapX Plus X1P-42-100,"Lenovo IdeaPad 5 2-in-1 14Q8X9 với AI Copilot+, màn hình 100% DCI-P3, mở khóa vân tay, trả góp 0%.",20990000,6,8/17/2025 14:28,8/17/2025 14:28,TRUE
163,SKU-0A1544D5,3,Macbook Air M2 13 inch 2022 8CPU 10GPU/16GB/256GB,"Mỏng nhẹ thời trang, Màn hình Liquid Retina, Chip Apple M2",20990000,6,8/17/2025 14:29,8/17/2025 14:29,TRUE
164,83HX001KVN,4,Lenovo Ideapad Slim 5 14AKP10 Ryzen AI 5 340,"Laptop Lenovo Ideapad Slim 5 14AKP10 Ryzen AI 5 340 với màn hình OLED, mở khóa khuôn mặt, trả góp 0%, giảm giá và nhiều ưu đãi khác.",20890000,7,8/17/2025 14:29,8/17/2025 14:29,TRUE
165,MSI Modern 15 H AI C2HMG-220VN Ultra 7 255H,1,MSI Modern 15 H AI C2HMG-220VN Ultra 7 255H,"Laptop MSI Modern 15 H AI C2HMG-220VN Ultra 7 255H với các tính năng: Chuẩn AI Copilot, Độ bền chuẩn quân đội, Đèn nền dưới phím, Trả góp 0%",20690000,7,8/17/2025 14:30,8/17/2025 14:30,TRUE
166,MSI Gaming Thin 15 B13VE-2824VN,1,MSI Gaming Thin 15 B13VE-2824VN i5-13420H,"Gaming mỏng nhẹ, thiết kế kim loại cao cấp, Tần số quét 144 Hz, Trả góp 0%",20590000,4,8/17/2025 14:30,8/17/2025 14:30,TRUE
167,83JC00HYVN,4,Lenovo Gaming LOQ 15ARP9 R5-7235HS (83JC00HYVN),"100% sRGB, Âm thanh Nahimic, Hỗ trợ Mux Switch, Trả góp 0%",20490000,4,8/17/2025 14:30,8/17/2025 14:30,TRUE
168,21SG007SVN,4,Lenovo ThinkBook 14 Gen 8 IRL Core 5 210H (21SG007SVN),"Laptop Lenovo ThinkBook 14 Gen 8 với độ bền chuẩn quân đội, bảo mật vân tay.",20490000,7,8/17/2025 14:31,8/17/2025 14:31,TRUE
169,AN515-58-5193,5,Acer Nitro 5 Tiger Gaming AN515-58-5193 i5-12450H,"Laptop Acer Nitro 5 Tiger Gaming với 2 quạt tản nhiệt, màn hình 144Hz, bảo hành nhanh, trả góp 0%.",20490000,4,8/17/2025 14:31,8/17/2025 14:31,TRUE
170,83DA001NVN,4,"Laptop Lenovo IdeaPad Slim 5 14IMH9 Ultra 5 125H/AI/16GB/512GB/14""WUXGA/OLED/Win 11","Lenovo Smart Power, 100% DCI-P3, Phím cứng Copilot, Trả góp 0%, Giảm 2.000.000 ₫, Chủ thẻ OCB: Giảm 500,000đ cho hóa đơn 10 triệu",20290000,6,8/17/2025 14:31,8/17/2025 14:31,TRUE
171,K3605VC-RP491W,2,Asus Vivobook Gaming 16 K3605VC-RP491W i7-13620H,"Laptop Asus Vivobook Gaming 16 với độ bền chuẩn quân đội, tần số quét 144Hz, mặt A kim loại.",20090000,4,8/17/2025 14:32,8/17/2025 14:32,TRUE
172,MSI Gaming Katana 15 B13UDXK-2213VN,1,MSI Gaming Katana 15 B13UDXK-2213VN i5-13500H,"Laptop gaming với tản nhiệt Cooler Boost 5, hỗ trợ Mux Switch và bàn phím gaming RGB.",20090000,4,8/17/2025 14:32,8/17/2025 14:32,TRUE
173,MF5-52VN353SH,9,Gigabyte Gaming G5 MF5-52VN353SH i5-13500H,"Laptop Gigabyte Gaming G5 MF5-52VN353SH i5-13500H với 2 quạt tản nhiệt, tần số quét 144Hz, âm thanh Dolby Atmos.",20090000,4,8/17/2025 14:32,8/17/2025 14:32,TRUE
174,B85LNPA,7,HP Gaming Victus 15-fa2731TX i5-13420H,"Laptop gaming HP Victus 15-fa2731TX với 2 quạt tản nhiệt, tần số quét 144Hz, âm thanh B&O Play.",19990000,4,8/17/2025 14:33,8/17/2025 14:33,TRUE
175,A715-59G-57TU,5,Acer Aspire 7 Gaming A715-59G-57TU i5-12450H,"Laptop Acer Aspire 7 Gaming với i5-12450H, tần số quét 144Hz",19990000,4,8/17/2025 14:33,8/17/2025 14:33,TRUE
176,9Z2X8PA,7,HP 15-fd1060TU Ultra 7 155H,"Laptop HP với nút gạt tắt camera, lọc tạp âm AI, viền màn hình siêu mỏng.",19990000,6,8/17/2025 14:34,8/17/2025 14:34,TRUE
177,SKU-B20DFA32,3,Macbook Air 13 M2 2024 8CPU/8GPU/16GB/256GB,"Chip Apple M2, Mỏng nhẹ thời trang, Màn hình Liquid Retina",19690000,6,8/17/2025 14:34,8/17/2025 14:34,TRUE
178,83HL005AVN,4,Lenovo IdeaPad Slim 5 14Q8X9 SnapX X1-26-100 (83HL005AVN),"Laptop Lenovo IdeaPad Slim 5 với AI Copilot+, màn hình 400 nits, bảo mật vân tay, trả góp 0%.",19990000,6,8/17/2025 14:34,8/17/2025 14:34,TRUE
179,SKU-6A972710,5,Acer Aspire Lite 16 AI AL16-71P-71WU Ultra 7 155H,"Laptop Acer Aspire Lite 16 AI AL16-71P-71WU Ultra 7 155H với 2 quạt tản nhiệt, bản lề mở 180°, bảo hành nhanh 3 ngày, trả góp 0%.",19990000,6,8/17/2025 14:35,8/17/2025 14:35,TRUE
180,21MR006YVN,4,Lenovo ThinkBook 14 G7 Ultra 5 125U (21MR006YVN),"Laptop Lenovo ThinkBook 14 G7 Ultra 5 125U với độ bền chuẩn quân đội, bảo mật vân tay.",19990000,7,8/17/2025 14:35,8/17/2025 14:35,TRUE
181,A1407CA-LY008WS,2,Asus Vivobook 14 A1407CA-LY008WS Ultra 5 225H,Laptop Asus Vivobook 14 A1407CA-LY008WS Ultra 5 225H,19890000,7,8/17/2025 14:35,8/17/2025 14:35,TRUE
182,M1607KA-MB091WS,2,Asus Vivobook 16 M1607KA-MB091WS Ryzen AI 7 350,Laptop Asus Vivobook 16 M1607KA-MB091WS Ryzen AI 7 350,19690000,7,8/17/2025 14:36,8/17/2025 14:36,TRUE
183,8U6L9PA,7,HP Pavilion 15-eg3112TU i7-1355U,"Laptop HP Pavilion 15-eg3112TU với vỏ nhôm cao cấp, âm thanh B&O Play, viền màn hình siêu mỏng.",19690000,7,8/17/2025 14:36,8/17/2025 14:36,TRUE
184,MSI Gaming Katana 15 B13UDXK-2410VN,1,MSI Gaming Katana 15 B13UDXK-2410VN i5-13420H,"Laptop MSI Gaming Katana 15 B13UDXK-2410VN i5-13420H với tản nhiệt Cooler Boost 5, hỗ trợ Mux Switch, bàn phím gaming RGB.",19490000,4,8/17/2025 14:36,8/17/2025 14:36,TRUE
185,83JC00HXVN,4,Lenovo Gaming LOQ 15ARP9 R5-7235HS (83JC00HXVN),"100% sRGB, Hỗ trợ Mux Switch, Âm thanh Nahimic, Trả góp 0%",19490000,4,8/17/2025 14:37,8/17/2025 14:37,TRUE
186,SKU-01AF2932,7,HP ProBook 450 G10 i5-1340P,"Laptop HP ProBook 450 G10 i5-1340P với nút gạt tắt camera, độ bền chuẩn quân đội, vỏ nhôm cao cấp.",19490000,7,8/17/2025 14:37,8/17/2025 14:37,TRUE
187,83JC007HVN,4,Lenovo Gaming LOQ 15ARP9 R5-7235HS,"Laptop Lenovo Gaming LOQ 15ARP9 R5-7235HS với màn hình 100% sRGB, tản nhiệt buồng hơi siêu mát, hỗ trợ Mux Switch.",19490000,4,8/17/2025 14:38,8/17/2025 14:38,TRUE
188,A2HMG-003VN,1,MSI Venture A15 AI A2HMG-003VN R7 260,"Laptop MSI Venture A15 AI với tần số quét 144 Hz, độ bền chuẩn quân đội, bản lề mở 180°, trả góp 0%.",19490000,4,8/17/2025 14:38,8/17/2025 14:38,TRUE
